=================================================
Project : closure_59	start : 17/08/23 17:41
Current failed test : com.google.javascript.jscomp.CommandLineRunnerTest::testCheckGlobalThisOff | 17/08/23 17:42
Wed Aug 23 17:42:48 AEST 2017 com.google.javascript.jscomp.CheckMissingReturn,170
Wed Aug 23 20:25:35 AEST 2017 Wed Aug 23 20:25:35 AEST 2017 : com.google.javascript.jscomp.DefaultPassConfig,998=>Find no block
Wed Aug 23 20:25:36 AEST 2017 com.google.javascript.jscomp.CheckGlobalNames,67
Wed Aug 23 20:25:40 AEST 2017 com.google.javascript.jscomp.CheckGlobalNames,68
Wed Aug 23 20:25:41 AEST 2017 com.google.javascript.jscomp.DefaultPassConfig,236
Wed Aug 23 20:27:16 AEST 2017 com.google.javascript.jscomp.DefaultPassConfig,267
Wed Aug 23 20:28:50 AEST 2017 com.google.javascript.jscomp.ExploitAssigns,110
Wed Aug 23 20:51:42 AEST 2017 com.google.javascript.jscomp.ExploitAssigns,111
Wed Aug 23 20:51:42 AEST 2017 com.google.javascript.jscomp.ExploitAssigns,112
Wed Aug 23 20:51:43 AEST 2017 com.google.javascript.jscomp.ExploitAssigns,113
Wed Aug 23 20:51:45 AEST 2017 com.google.javascript.jscomp.WarningLevel,42
Wed Aug 23 20:52:11 AEST 2017 com.google.javascript.jscomp.WarningLevel,43
Wed Aug 23 20:52:34 AEST 2017 com.google.javascript.jscomp.WarningLevel,75
Wed Aug 23 20:55:22 AEST 2017 com.google.javascript.jscomp.WarningLevel,78
Wed Aug 23 20:55:30 AEST 2017 com.google.javascript.jscomp.WarningLevel,79
Wed Aug 23 20:55:54 AEST 2017 com.google.javascript.jscomp.WarningLevel,80
Wed Aug 23 20:56:18 AEST 2017 com.google.javascript.jscomp.WarningLevel,81
Wed Aug 23 20:56:28 AEST 2017 com.google.javascript.jscomp.WarningLevel,88
Wed Aug 23 20:56:39 AEST 2017 com.google.javascript.jscomp.WarningLevel,89
Wed Aug 23 20:56:49 AEST 2017 com.google.javascript.jscomp.WarningLevel,90
Wed Aug 23 20:59:18 AEST 2017 com.google.javascript.jscomp.WarningLevel,91
Wed Aug 23 21:02:33 AEST 2017 com.google.javascript.jscomp.WarningLevel,93
Wed Aug 23 21:02:34 AEST 2017 Wed Aug 23 21:02:34 AEST 2017 : com.google.javascript.jscomp.WarningLevel,95=>Find no block
Wed Aug 23 21:02:35 AEST 2017 com.google.javascript.jscomp.NodeUtil,2945
Wed Aug 23 21:03:06 AEST 2017 com.google.javascript.jscomp.ExploitAssigns,36
Wed Aug 23 21:04:34 AEST 2017 com.google.javascript.jscomp.ExploitAssigns,48
Wed Aug 23 21:48:08 AEST 2017 com.google.javascript.jscomp.ExploitAssigns,49
Wed Aug 23 21:48:08 AEST 2017 com.google.javascript.jscomp.ExploitAssigns,50
Wed Aug 23 21:48:09 AEST 2017 com.google.javascript.jscomp.ExploitAssigns,53
Wed Aug 23 21:48:10 AEST 2017 com.google.javascript.jscomp.ExploitAssigns,56
Wed Aug 23 21:48:11 AEST 2017 Wed Aug 23 21:48:11 AEST 2017 : com.google.javascript.jscomp.ExploitAssigns,60=>Find no block
Wed Aug 23 21:48:12 AEST 2017 Wed Aug 23 21:48:12 AEST 2017 : com.google.javascript.jscomp.ExploitAssigns,77=>Find no block
Wed Aug 23 21:48:13 AEST 2017 com.google.javascript.jscomp.ExploitAssigns,89
Wed Aug 23 21:48:13 AEST 2017 Wed Aug 23 21:48:13 AEST 2017 : com.google.javascript.jscomp.CheckMissingReturn,85=>Find no block
Wed Aug 23 21:48:14 AEST 2017 com.google.javascript.jscomp.CheckMissingReturn,86
Wed Aug 23 21:48:47 AEST 2017 com.google.javascript.jscomp.CheckMissingReturn,87
Wed Aug 23 21:48:48 AEST 2017 Wed Aug 23 21:48:48 AEST 2017 : com.google.javascript.jscomp.CheckMissingReturn,88=>Find no block
Wed Aug 23 21:48:48 AEST 2017 Wed Aug 23 21:48:48 AEST 2017 : com.google.javascript.jscomp.CheckMissingReturn,38=>Find no block
Wed Aug 23 21:48:49 AEST 2017 Wed Aug 23 21:48:49 AEST 2017 : com.google.javascript.jscomp.CheckMissingReturn,46=>Find no block
Wed Aug 23 21:48:50 AEST 2017 Wed Aug 23 21:48:50 AEST 2017 : com.google.javascript.jscomp.CheckMissingReturn,56=>Find no block
Wed Aug 23 21:48:50 AEST 2017 com.google.javascript.jscomp.CheckMissingReturn,92
Wed Aug 23 21:51:39 AEST 2017 com.google.javascript.jscomp.CheckMissingReturn,93
Wed Aug 23 21:51:40 AEST 2017 com.google.javascript.jscomp.CheckMissingReturn,94
Wed Aug 23 21:51:41 AEST 2017 Wed Aug 23 21:51:41 AEST 2017 : com.google.javascript.jscomp.CheckMissingReturn,132=>Find no block
Wed Aug 23 21:51:41 AEST 2017 com.google.javascript.jscomp.CheckMissingReturn,137
Wed Aug 23 21:51:45 AEST 2017 Wed Aug 23 21:51:45 AEST 2017 : com.google.javascript.jscomp.CheckMissingReturn,142=>Find no block
Wed Aug 23 21:51:46 AEST 2017 com.google.javascript.jscomp.CheckMissingReturn,150
Wed Aug 23 21:53:14 AEST 2017 com.google.javascript.jscomp.CheckMissingReturn,152
Wed Aug 23 21:53:17 AEST 2017 com.google.javascript.jscomp.CheckMissingReturn,153
Wed Aug 23 21:53:18 AEST 2017 Wed Aug 23 21:53:18 AEST 2017 : com.google.javascript.jscomp.CheckMissingReturn,57=>Find no block
Wed Aug 23 21:53:19 AEST 2017 Wed Aug 23 21:53:19 AEST 2017 : com.google.javascript.jscomp.CheckMissingReturn,46=>Find no block
Wed Aug 23 21:53:20 AEST 2017 com.google.javascript.rhino.jstype.JSTypeRegistry,1392
Wed Aug 23 21:54:59 AEST 2017 com.google.javascript.jscomp.Compiler,256
Wed Aug 23 21:55:46 AEST 2017 com.google.javascript.jscomp.CheckGlobalThis,155
Wed Aug 23 22:03:16 AEST 2017 com.google.javascript.jscomp.ClosureCodeRemoval,144
Wed Aug 23 22:19:40 AEST 2017 com.google.javascript.jscomp.ClosureCodeRemoval,145
Wed Aug 23 22:19:41 AEST 2017 com.google.javascript.jscomp.ClosureCodeRemoval,147
Wed Aug 23 22:19:41 AEST 2017 com.google.javascript.rhino.jstype.FunctionType,295
Wed Aug 23 22:19:52 AEST 2017 com.google.javascript.jscomp.TypedScopeCreator,1151
Wed Aug 23 22:21:41 AEST 2017 com.google.javascript.jscomp.TypedScopeCreator,1153
Wed Aug 23 22:21:42 AEST 2017 com.google.javascript.jscomp.TypedScopeCreator,1154
Wed Aug 23 22:21:43 AEST 2017 com.google.javascript.jscomp.TypedScopeCreator,1155
Wed Aug 23 22:21:44 AEST 2017 com.google.javascript.jscomp.PeepholeFoldConstants,1301
Timeout time : 17/08/23 22:42
